 #*******************************************************************************************
 #N     h                       T-Rule.              S-Rule            G-Quad           Error_trap                  Error_simp         Error_gau
 #*******************************************************************************************
    470   0.0043        0.01297210894922802      0.01297210894918846      0.00648605447461302      3.88417783151047225      3.88417783150167617      2.44208891575501585
    480   0.0042        0.01297210894922780      0.01297210894919292      0.00648605447461302      3.88417783151042295      3.88417783150266827      2.44208891575501585
    490   0.0041        0.01297210894922761      0.01297210894919678      0.00648605447461303      3.88417783151038032      3.88417783150352669      2.44208891575501719
    500   0.0040        0.01297210894922743      0.01297210894920013      0.00648605447461301      3.88417783151034035      3.88417783150427054      2.44208891575501452
    510   0.0039        0.01297210894922730      0.01297210894920304      0.00648605447461302      3.88417783151031193      3.88417783150491847      2.44208891575501585
    520   0.0038        0.01297210894922717      0.01297210894920559      0.00648605447461302      3.88417783151028262      3.88417783150548468      2.44208891575501585
    530   0.0038        0.01297210894922706      0.01297210894920781      0.00648605447461301      3.88417783151025775      3.88417783150597806      2.44208891575501452
    540   0.0037        0.01297210894922696      0.01297210894920975      0.00648605447461302      3.88417783151023688      3.88417783150640927      2.44208891575501674
    550   0.0036        0.01297210894922688      0.01297210894921147      0.00648605447461302      3.88417783151021778      3.88417783150679297      2.44208891575501497
    560   0.0036        0.01297210894922680      0.01297210894921297      0.00648605447461302      3.88417783151020091      3.88417783150712603      2.44208891575501497
    570   0.0035        0.01297210894922673      0.01297210894921429      0.00648605447461301      3.88417783151018448      3.88417783150741913      2.44208891575501452
    580   0.0034        0.01297210894922668      0.01297210894921547      0.00648605447461301      3.88417783151017382      3.88417783150768070      2.44208891575501452
    590   0.0034        0.01297210894922662      0.01297210894921649      0.00648605447461302      3.88417783151015916      3.88417783150790985      2.44208891575501585
    600   0.0033        0.01297210894922659      0.01297210894921743      0.00648605447461302      3.88417783151015295      3.88417783150811635      2.44208891575501585
    610   0.0033        0.01297210894922654      0.01297210894921825      0.00648605447461302      3.88417783151014229      3.88417783150829932      2.44208891575501497
    620   0.0032        0.01297210894922649      0.01297210894921898      0.00648605447461302      3.88417783151013207      3.88417783150846185      2.44208891575501630
    630   0.0032        0.01297210894922648      0.01297210894921965      0.00648605447461301      3.88417783151012985      3.88417783150861018      2.44208891575501408
    640   0.0031        0.01297210894922645      0.01297210894922023      0.00648605447461302      3.88417783151012186      3.88417783150874030      2.44208891575501585
    650   0.0031        0.01297210894922641      0.01297210894922076      0.00648605447461302      3.88417783151011431      3.88417783150885843      2.44208891575501630
    660   0.0030        0.01297210894922638      0.01297210894922123      0.00648605447461302      3.88417783151010809      3.88417783150896279      2.44208891575501541
    670   0.0030        0.01297210894922636      0.01297210894922164      0.00648605447461302      3.88417783151010276      3.88417783150905382      2.44208891575501674
    680   0.0029        0.01297210894922634      0.01297210894922204      0.00648605447461303      3.88417783151009877      3.88417783150914220      2.44208891575501763
    690   0.0029        0.01297210894922634      0.01297210894922237      0.00648605447461302      3.88417783151009877      3.88417783150921636      2.44208891575501497
    700   0.0029        0.01297210894922632      0.01297210894922268      0.00648605447461302      3.88417783151009433      3.88417783150928431      2.44208891575501541
    710   0.0028        0.01297210894922630      0.01297210894922297      0.00648605447461303      3.88417783151008811      3.88417783150934737      2.44208891575501763
    720   0.0028        0.01297210894922629      0.01297210894922323      0.00648605447461303      3.88417783151008678      3.88417783150940776      2.44208891575501763
    730   0.0027        0.01297210894922628      0.01297210894922346      0.00648605447461303      3.88417783151008367      3.88417783150945795      2.44208891575501807
    740   0.0027        0.01297210894922625      0.01297210894922366      0.00648605447461303      3.88417783151007745      3.88417783150950191      2.44208891575501763
    750   0.0027        0.01297210894922625      0.01297210894922385      0.00648605447461302      3.88417783151007878      3.88417783150954365      2.44208891575501674
    760   0.0026        0.01297210894922624      0.01297210894922403      0.00648605447461303      3.88417783151007567      3.88417783150958362      2.44208891575501807
    770   0.0026        0.01297210894922624      0.01297210894922419      0.00648605447461302      3.88417783151007479      3.88417783150961915      2.44208891575501497
    780   0.0026        0.01297210894922624      0.01297210894922432      0.00648605447461303      3.88417783151007567      3.88417783150964979      2.44208891575501719
