 #*******************************************************************************************
 #N     h                       T-Rule.              S-Rule            G-Quad           Error_trap                  Error_simp         Error_gau
 #*******************************************************************************************
    720   0.0028       -0.00899536083369215     -0.00899536083369594     -0.00449768041684614      1.00000018536048629      1.00000018536132829      0.00000009268025836
    730   0.0027       -0.00899536083369216     -0.00899536083369566     -0.00449768041684614      1.00000018536048807      1.00000018536126545      0.00000009268025836
    740   0.0027       -0.00899536083369216     -0.00899536083369539     -0.00449768041684614      1.00000018536048851      1.00000018536120594      0.00000009268025759
    750   0.0027       -0.00899536083369217     -0.00899536083369517     -0.00449768041684615      1.00000018536049007      1.00000018536115731      0.00000009268025894
    760   0.0026       -0.00899536083369218     -0.00899536083369495     -0.00449768041684615      1.00000018536049318      1.00000018536110846      0.00000009268025894
    770   0.0026       -0.00899536083369221     -0.00899536083369473     -0.00449768041684614      1.00000018536049984      1.00000018536105939      0.00000009268025836
    780   0.0026       -0.00899536083369223     -0.00899536083369456     -0.00449768041684614      1.00000018536050250      1.00000018536102053      0.00000009268025701
    790   0.0025       -0.00899536083369221     -0.00899536083369441     -0.00449768041684614      1.00000018536049851      1.00000018536098723      0.00000009268025816
    800   0.0025       -0.00899536083369223     -0.00899536083369426     -0.00449768041684614      1.00000018536050361      1.00000018536095570      0.00000009268025836
    810   0.0025       -0.00899536083369223     -0.00899536083369411     -0.00449768041684614      1.00000018536050250      1.00000018536092172      0.00000009268025816
    820   0.0024       -0.00899536083369225     -0.00899536083369398     -0.00449768041684615      1.00000018536050872      1.00000018536089352      0.00000009268025913
    830   0.0024       -0.00899536083369224     -0.00899536083369387     -0.00449768041684615      1.00000018536050517      1.00000018536086888      0.00000009268025855
    840   0.0024       -0.00899536083369225     -0.00899536083369375     -0.00449768041684613      1.00000018536050828      1.00000018536084023      0.00000009268025546
    850   0.0024       -0.00899536083369223     -0.00899536083369365     -0.00449768041684615      1.00000018536050361      1.00000018536081914      0.00000009268025951
    860   0.0023       -0.00899536083369226     -0.00899536083369357     -0.00449768041684615      1.00000018536050939      1.00000018536080204      0.00000009268025874
    870   0.0023       -0.00899536083369227     -0.00899536083369348     -0.00449768041684615      1.00000018536051138      1.00000018536078206      0.00000009268025951
    880   0.0023       -0.00899536083369227     -0.00899536083369341     -0.00449768041684615      1.00000018536051249      1.00000018536076474      0.00000009268025855
    890   0.0022       -0.00899536083369227     -0.00899536083369333     -0.00449768041684615      1.00000018536051294      1.00000018536074853      0.00000009268025990
    900   0.0022       -0.00899536083369229     -0.00899536083369328     -0.00449768041684615      1.00000018536051605      1.00000018536073765      0.00000009268025913
    910   0.0022       -0.00899536083369227     -0.00899536083369320     -0.00449768041684615      1.00000018536051205      1.00000018536071988      0.00000009268025971
    920   0.0022       -0.00899536083369227     -0.00899536083369315     -0.00449768041684615      1.00000018536051161      1.00000018536070767      0.00000009268025855
    930   0.0022       -0.00899536083369228     -0.00899536083369310     -0.00449768041684615      1.00000018536051472      1.00000018536069724      0.00000009268026029
    940   0.0021       -0.00899536083369228     -0.00899536083369306     -0.00449768041684615      1.00000018536051449      1.00000018536068747      0.00000009268026009
    950   0.0021       -0.00899536083369229     -0.00899536083369302     -0.00449768041684615      1.00000018536051738      1.00000018536067992      0.00000009268025894
    960   0.0021       -0.00899536083369228     -0.00899536083369296     -0.00449768041684616      1.00000018536051449      1.00000018536066637      0.00000009268026067
    970   0.0021       -0.00899536083369230     -0.00899536083369292     -0.00449768041684615      1.00000018536051982      1.00000018536065682      0.00000009268025913
    980   0.0020       -0.00899536083369230     -0.00899536083369291     -0.00449768041684617      1.00000018536051893      1.00000018536065483      0.00000009268026318
    990   0.0020       -0.00899536083369231     -0.00899536083369285     -0.00449768041684615      1.00000018536052093      1.00000018536064172      0.00000009268025913
   1000   0.0020       -0.00899536083369229     -0.00899536083369283     -0.00449768041684615      1.00000018536051738      1.00000018536063662      0.00000009268025894
   1010   0.0020       -0.00899536083369229     -0.00899536083369279     -0.00449768041684616      1.00000018536051782      1.00000018536062885      0.00000009268026106
   1020   0.0020       -0.00899536083369229     -0.00899536083369275     -0.00449768041684616      1.00000018536051782      1.00000018536062019      0.00000009268026183
   1030   0.0019       -0.00899536083369231     -0.00899536083369274     -0.00449768041684616      1.00000018536052049      1.00000018536061663      0.00000009268026202
   1040   0.0019       -0.00899536083369229     -0.00899536083369273     -0.00449768041684615      1.00000018536051627      1.00000018536061552      0.00000009268026029
   1050   0.0019       -0.00899536083369231     -0.00899536083369270     -0.00449768041684617      1.00000018536052027      1.00000018536060775      0.00000009268026299
   1060   0.0019       -0.00899536083369230     -0.00899536083369267     -0.00449768041684616      1.00000018536051938      1.00000018536060242      0.00000009268026144
   1070   0.0019       -0.00899536083369230     -0.00899536083369266     -0.00449768041684615      1.00000018536051871      1.00000018536059931      0.00000009268026029
   1080   0.0019       -0.00899536083369231     -0.00899536083369265     -0.00449768041684615      1.00000018536052138      1.00000018536059776      0.00000009268026009
   1090   0.0018       -0.00899536083369232     -0.00899536083369260     -0.00449768041684616      1.00000018536052360      1.00000018536058533      0.00000009268026067
   1100   0.0018       -0.00899536083369231     -0.00899536083369261     -0.00449768041684616      1.00000018536052093      1.00000018536058843      0.00000009268026144
   1110   0.0018       -0.00899536083369231     -0.00899536083369260     -0.00449768041684617      1.00000018536052027      1.00000018536058577      0.00000009268026318
   1120   0.0018       -0.00899536083369233     -0.00899536083369257     -0.00449768041684616      1.00000018536052604      1.00000018536057889      0.00000009268026067
   1130   0.0018       -0.00899536083369233     -0.00899536083369257     -0.00449768041684616      1.00000018536052626      1.00000018536057800      0.00000009268026125
   1140   0.0018       -0.00899536083369231     -0.00899536083369255     -0.00449768041684615      1.00000018536052182      1.00000018536057422      0.00000009268025990
   1150   0.0017       -0.00899536083369232     -0.00899536083369253     -0.00449768041684616      1.00000018536052249      1.00000018536057000      0.00000009268026067
   1160   0.0017       -0.00899536083369231     -0.00899536083369251     -0.00449768041684616      1.00000018536052182      1.00000018536056579      0.00000009268026241
   1170   0.0017       -0.00899536083369231     -0.00899536083369250     -0.00449768041684617      1.00000018536052093      1.00000018536056445      0.00000009268026299
   1180   0.0017       -0.00899536083369231     -0.00899536083369250     -0.00449768041684616      1.00000018536052204      1.00000018536056379      0.00000009268026221
   1190   0.0017       -0.00899536083369232     -0.00899536083369248     -0.00449768041684616      1.00000018536052360      1.00000018536055957      0.00000009268026086
   1200   0.0017       -0.00899536083369233     -0.00899536083369248     -0.00449768041684616      1.00000018536052604      1.00000018536055957      0.00000009268026144
   1210   0.0017       -0.00899536083369232     -0.00899536083369248     -0.00449768041684616      1.00000018536052449      1.00000018536055868      0.00000009268026279
   1220   0.0016       -0.00899536083369232     -0.00899536083369249     -0.00449768041684618      1.00000018536052449      1.00000018536056223      0.00000009268026530
   1230   0.0016       -0.00899536083369232     -0.00899536083369245     -0.00449768041684615      1.00000018536052449      1.00000018536055135      0.00000009268026029
   1240   0.0016       -0.00899536083369232     -0.00899536083369245     -0.00449768041684616      1.00000018536052249      1.00000018536055291      0.00000009268026202
   1250   0.0016       -0.00899536083369233     -0.00899536083369245     -0.00449768041684616      1.00000018536052471      1.00000018536055291      0.00000009268026164
   1260   0.0016       -0.00899536083369231     -0.00899536083369243     -0.00449768041684615      1.00000018536052182      1.00000018536054713      0.00000009268025894
   1270   0.0016       -0.00899536083369234     -0.00899536083369242     -0.00449768041684616      1.00000018536052715      1.00000018536054669      0.00000009268026164
   1280   0.0016       -0.00899536083369232     -0.00899536083369244     -0.00449768041684616      1.00000018536052449      1.00000018536054958      0.00000009268026260
   1290   0.0016       -0.00899536083369233     -0.00899536083369244     -0.00449768041684616      1.00000018536052560      1.00000018536055113      0.00000009268026144
   1300   0.0015       -0.00899536083369231     -0.00899536083369242     -0.00449768041684616      1.00000018536052049      1.00000018536054647      0.00000009268026125
   1310   0.0015       -0.00899536083369231     -0.00899536083369241     -0.00449768041684616      1.00000018536052182      1.00000018536054380      0.00000009268026241
   1320   0.0015       -0.00899536083369231     -0.00899536083369241     -0.00449768041684616      1.00000018536052027      1.00000018536054447      0.00000009268026183
   1330   0.0015       -0.00899536083369233     -0.00899536083369242     -0.00449768041684616      1.00000018536052604      1.00000018536054602      0.00000009268026183
   1340   0.0015       -0.00899536083369229     -0.00899536083369241     -0.00449768041684616      1.00000018536051716      1.00000018536054380      0.00000009268026086
   1350   0.0015       -0.00899536083369231     -0.00899536083369241     -0.00449768041684617      1.00000018536052027      1.00000018536054247      0.00000009268026356
   1360   0.0015       -0.00899536083369230     -0.00899536083369241     -0.00449768041684615      1.00000018536051893      1.00000018536054447      0.00000009268025894
   1370   0.0015       -0.00899536083369232     -0.00899536083369240     -0.00449768041684616      1.00000018536052360      1.00000018536054136      0.00000009268026221
   1380   0.0014       -0.00899536083369230     -0.00899536083369241     -0.00449768041684617      1.00000018536051893      1.00000018536054402      0.00000009268026376
   1390   0.0014       -0.00899536083369232     -0.00899536083369240     -0.00449768041684616      1.00000018536052337      1.00000018536054025      0.00000009268026164
   1400   0.0014       -0.00899536083369232     -0.00899536083369241     -0.00449768041684616      1.00000018536052360      1.00000018536054402      0.00000009268026202
   1410   0.0014       -0.00899536083369231     -0.00899536083369238     -0.00449768041684616      1.00000018536052204      1.00000018536053714      0.00000009268026125
   1420   0.0014       -0.00899536083369232     -0.00899536083369239     -0.00449768041684617      1.00000018536052404      1.00000018536053803      0.00000009268026376
   1430   0.0014       -0.00899536083369231     -0.00899536083369238     -0.00449768041684617      1.00000018536052138      1.00000018536053603      0.00000009268026337
   1440   0.0014       -0.00899536083369234     -0.00899536083369238     -0.00449768041684616      1.00000018536052715      1.00000018536053759      0.00000009268026279
   1450   0.0014       -0.00899536083369233     -0.00899536083369239     -0.00449768041684616      1.00000018536052604      1.00000018536053803      0.00000009268026279
   1460   0.0014       -0.00899536083369232     -0.00899536083369235     -0.00449768041684616      1.00000018536052293      1.00000018536053092      0.00000009268026260
   1470   0.0014       -0.00899536083369233     -0.00899536083369236     -0.00449768041684615      1.00000018536052560      1.00000018536053181      0.00000009268025971
   1480   0.0014       -0.00899536083369233     -0.00899536083369235     -0.00449768041684615      1.00000018536052604      1.00000018536053070      0.00000009268025894
   1490   0.0013       -0.00899536083369232     -0.00899536083369238     -0.00449768041684617      1.00000018536052293      1.00000018536053759      0.00000009268026318
   1500   0.0013       -0.00899536083369232     -0.00899536083369236     -0.00449768041684616      1.00000018536052293      1.00000018536053248      0.00000009268026164
