 #***************************************************
   #      N       sumlegendre        error
 #***************************************************
         2       4.94215486      0.23895889
         4       6.23148262      0.04041565
         6       6.50386593      0.00152858
         8       6.49636977      0.00037425
        10       6.49327261      0.00010268
