 #***************************************************
   #      N       sumlegendre        error
 #***************************************************
         2       3.52392960      0.45735102
         4       6.43126596      0.00965107
         6       6.54999888      0.00863258
         8       6.48346319      0.00161323
        10       6.49570667      0.00027214
